2018/11/09,['평균기온:12'],['일강수량:1.0']
2018/11/10,['평균기온:11'],['일강수량:0.0']
2018/11/11,['평균기온:8'],['일강수량:0.0']
2018/11/12,['평균기온:8'],[]
2018/11/13,['평균기온:8'],[]
2018/11/14,['평균기온:9'],[]
2018/11/15,['평균기온:9'],[]
2018/11/16,['평균기온:8'],[]
2018/11/17,['평균기온:4'],[]
2018/11/18,['평균기온:6'],[]
2018/11/19,['평균기온:6'],[]
2018/11/20,['평균기온:6'],['일강수량:0.2']
2018/11/21,['평균기온:5'],['일강수량:1.0']
2018/11/22,['평균기온:2'],[]
2018/11/23,['평균기온:1'],[]
2018/11/24,['평균기온:2'],['일강수량:10.9']
2018/11/25,['평균기온:4'],[]
2018/11/26,['평균기온:6'],[]
2018/11/27,['평균기온:7'],[]
2018/11/28,['평균기온:5'],[]
2018/11/29,['평균기온:3'],['일강수량:0.0']
2018/11/30,['평균기온:2'],[]
2018/12/01,['평균기온:5'],[]
2018/12/02,['평균기온:8'],[]
2018/12/03,['평균기온:11'],['일강수량:9.5']
2018/12/04,['평균기온:6'],['일강수량:5.0']
2018/12/05,['평균기온:0'],[]
2018/12/06,['평균기온:2'],['일강수량:0.0']
2018/12/07,['평균기온:-7'],[]
2018/12/08,['평균기온:-8'],[]
2018/12/09,['평균기온:-7'],[]
2018/12/10,['평균기온:-2'],[]
2018/12/11,['평균기온:0'],[]
2018/12/12,['평균기온:-1'],[]
2018/12/13,['평균기온:-2'],['일강수량:1.3']
2018/12/14,['평균기온:-4'],[]
2018/12/15,['평균기온:-2'],[]
2018/12/16,['평균기온:0'],['일강수량:0.3']
2018/12/17,['평균기온:1'],['일강수량:0.3']
2018/12/18,['평균기온:2'],[]
2018/12/19,['평균기온:4'],[]
2018/12/20,['평균기온:3'],[]
2018/12/21,['평균기온:5'],[]
2018/12/22,['평균기온:6'],[]
2018/12/23,['평균기온:2'],[]
2018/12/24,['평균기온:-2'],[]
2018/12/25,['평균기온:0'],[]
2018/12/26,['평균기온:-1'],[]
2018/12/27,['평균기온:-10'],[]
2018/12/28,['평균기온:-10'],[]
2018/12/29,['평균기온:-7'],[]
2018/12/30,['평균기온:-6'],[]
2018/12/31,['평균기온:-5'],[]
2019/01/01,['평균기온:-5'],[]
2019/01/02,['평균기온:-4'],[]
2019/01/03,['평균기온:-3'],[]
2019/01/04,['평균기온:-1'],[]
2019/01/05,['평균기온:-2'],[]
2019/01/06,['평균기온:-2'],[]
2019/01/07,['평균기온:-1'],[]
2019/01/08,['평균기온:-3'],[]
2019/01/09,['평균기온:-4'],[]
2019/01/10,['평균기온:-0'],[]
2019/01/11,['평균기온:2'],[]
2019/01/12,['평균기온:2'],[]
2019/01/13,['평균기온:1'],[]
2019/01/14,['평균기온:1'],[]
2019/01/15,['평균기온:-1'],['일강수량:0.0']
2019/01/16,['평균기온:-5'],['일강수량:0.0']
2019/01/17,['평균기온:-0'],['일강수량:0.0']
2019/01/18,['평균기온:0'],[]
2019/01/19,['평균기온:3'],[]
2019/01/20,['평균기온:-1'],[]
2019/01/21,['평균기온:-1'],['일강수량:0.0']
2019/01/22,['평균기온:1'],[]
2019/01/23,['평균기온:2'],[]
2019/01/24,['평균기온:0'],[]
2019/01/25,['평균기온:-1'],[]
2019/01/26,['평균기온:-2'],[]
2019/01/27,['평균기온:-0'],[]
2019/01/28,['평균기온:1'],['일강수량:0.0']
2019/01/29,['평균기온:-0'],[]
2019/01/30,['평균기온:1'],[]
2019/01/31,['평균기온:-2'],[]
2019/02/01,['평균기온:-2'],['일강수량:0.3']
2019/02/02,['평균기온:1'],['일강수량:0.0']
2019/02/03,['평균기온:3'],['일강수량:16.0']
2019/02/04,['평균기온:-0'],[]
2019/02/05,['평균기온:2'],[]
2019/02/06,['평균기온:5'],[]
2019/02/07,['평균기온:-2'],['일강수량:0.5']
2019/02/08,['평균기온:-6'],[]
2019/02/09,['평균기온:-5'],[]
2019/02/10,['평균기온:-5'],[]
2019/02/11,['평균기온:-3'],[]
2019/02/12,['평균기온:-0'],['일강수량:0.0']
2019/02/13,['평균기온:-2'],[]
2019/02/14,['평균기온:-0'],[]
2019/02/15,['평균기온:-0'],['일강수량:2.2']
2019/02/16,['평균기온:-2'],['일강수량:0.2']
2019/02/17,['평균기온:-1'],[]
2019/02/18,['평균기온:0'],[]
2019/02/19,['평균기온:1'],['일강수량:4.6']
2019/02/20,['평균기온:1'],['일강수량:0.0']
2019/02/21,['평균기온:2'],[]
2019/02/22,['평균기온:4'],[]
2019/02/23,['평균기온:6'],[]
2019/02/24,['평균기온:6'],[]
2019/02/25,['평균기온:4'],[]
2019/02/26,['평균기온:5'],[]
2019/02/27,['평균기온:7'],[]
2019/02/28,['평균기온:6'],[]
2019/03/01,['평균기온:6'],[]
2019/03/02,['평균기온:7'],[]
2019/03/03,['평균기온:9'],[]
2019/03/04,['평균기온:9'],[]
2019/03/05,['평균기온:8'],[]
2019/03/06,['평균기온:8'],[]
2019/03/07,['평균기온:7'],[]
2019/03/08,['평균기온:6'],[]
2019/03/09,['평균기온:7'],[]
2019/03/10,['평균기온:10'],[]
2019/03/11,['평균기온:6'],['일강수량:0.0']
2019/03/12,['평균기온:3'],['일강수량:0.0']
2019/03/13,['평균기온:3'],['일강수량:0.0']
2019/03/14,['평균기온:5'],['일강수량:0.0']
2019/03/15,['평균기온:5'],['일강수량:3.5']
2019/03/16,['평균기온:4'],[]
2019/03/17,['평균기온:6'],[]
2019/03/18,['평균기온:7'],[]
2019/03/19,['평균기온:10'],[]
2019/03/20,['평균기온:10'],['일강수량:16.5']
2019/03/21,['평균기온:7'],['일강수량:3.3']
2019/03/22,['평균기온:3'],[]
2019/03/23,['평균기온:3'],['일강수량:1.7']
2019/03/24,['평균기온:4'],[]
2019/03/25,['평균기온:7'],[]
2019/03/26,['평균기온:11'],[]
2019/03/27,['평균기온:11'],[]
2019/03/28,['평균기온:9'],[]
2019/03/29,['평균기온:9'],[]
2019/03/30,['평균기온:5'],['일강수량:1.8']
2019/03/31,['평균기온:4'],['일강수량:0.0']
2019/04/01,['평균기온:5'],[]
2019/04/02,['평균기온:6'],[]
2019/04/03,['평균기온:7'],[]
2019/04/04,['평균기온:9'],[]
2019/04/05,['평균기온:11'],['일강수량:0.0']
2019/04/06,['평균기온:9'],['일강수량:0.8']
2019/04/07,['평균기온:12'],[]
2019/04/08,['평균기온:11'],[]
2019/04/09,['평균기온:9'],['일강수량:17.4']
2019/04/10,['평균기온:7'],['일강수량:5.6']
2019/04/11,['평균기온:9'],[]
2019/04/12,['평균기온:11'],[]
2019/04/13,['평균기온:11'],[]
2019/04/14,['평균기온:9'],['일강수량:1.7']
2019/04/15,['평균기온:11'],[]
2019/04/16,['평균기온:14'],[]
2019/04/17,['평균기온:15'],[]
2019/04/18,['평균기온:12'],['일강수량:0.0']
2019/04/19,['평균기온:13'],[]
2019/04/20,['평균기온:14'],['일강수량:1.2']
2019/04/21,['평균기온:14'],['일강수량:0.3']
2019/04/22,['평균기온:19'],[]
2019/04/23,['평균기온:20'],['일강수량:0.0']
